Nom;Messages;Date_de_publication;Sentiment;Urgence;Probleme;mot-critique;incomfort;type;Deception;Satisfaction;Frustration
Heritage;Non mais l'arnaque en fait @ENGIEpartFR \nTous les cadeaux du jeu sont en rupture ! 😅;2024-12-05 07:08:34+00:00;Négatif;False;['Rupture de stock des cadeaux'];['arnaque', 'rupture'];60;Service client;80;0;70
alain🔺🔺🔺👁🌍✨;Merci à ⁦@ENGIEpartFR⁩ la bougie proches 🕯️abonnement23€ par mois.soit 230€ annuel just abonnement sans aucune consomation .🕯️🕯️🕯️ https://t.co/WhNLxgCbA4;2024-12-06 07:42:31+00:00;Négatif;False;"[""prix élevé de l'abonnement""]";['23€ par mois', '230€ annuel', 'sans aucune consommation'];80;Prix;90;10;70
إرينة 🌹;@ENGIEpartFR vos techniciens se perdent en route ? Ça fait UN MOIS que je vous cours après pour avoir une chaleur décente dans mon domicile. UN MOIS. C’est scandaleux.;2024-12-06 10:38:41+00:00;Négatif;True;['techniciens se perdent', 'chaleur décente'];['perdent', 'scandaleux'];90;Service Technique;80;0;100
K6;Cher @CaronAymericoff. J'habite votre circonscription\n @ENGIEpartFR me dde 1 régul de 900e, pretend que mes conso ont été multipliées par 5 par rapport à l'année précédente (prtt mes habitudes n'ont pas changé) et ils veulent me faire payer 276€/mois (pr un studio de 23m2);2024-12-06 19:57:18+00:00;Négatif;True;['Facture élevée', 'Consommation multipliée par 5', 'Mensualités élevées'];['900e', 'multipliées par 5', '276€/mois', 'studio de 23m2'];90;Facturation;85;0;95
Tark;@ENGIEpartFR  qui me propose un défi en ne dépassant pas 2,81 kWh alors qu'ils savent très bien que c'est inatteignable 🙃\nMême quand je n'avais pas encore allumé le chauffage j'étais à 7 kWh en moyenne. À moins d'être au gaz sur tout, 2,81 kWh d'électricité ce n'est pas possible https://t.co/E3Z8MicR4d;2024-12-08 10:35:25+00:00;Négatif;False;['objectif inatteignable', 'consommation élevée'];['inatteignable', 'impossible'];60;Consommation;80;10;70
Marie de Vimal;@ENGIEgroup @ENGIEpartFR Service client déplorable …. Plus de 10 jours sans chauffage avec un nourrisson dans un appartement parisien et pas de solution trouvée ? Comment est-ce possible ?  #irresponsables #interventiondurgence;2024-12-09 07:48:44+00:00;Négatif;True;['chauffage', 'délai de résolution'];['déplorable', 'irresponsable'];100;Service client;100;0;100
Typh;@ENGIEgroup vous la, vous commencez à me fanez le cul;2024-12-09 08:49:59+00:00;Négatif;False;['Insatisfaction générale'];['vous commencez à me fanez le cul'];100;Insatisfaction générale;100;0;100
Typh;@ENGIEpartSAV Bravo Engie ! Je paie mes factures et on me ferme mon compteur Gaz. Et je parle pas de l’irrespect de votre vieux monsieur qui viens au porte, il parle au gens comme des chiens. \nEmbauchez du personnel bien plus poli, et soyez plus compétent !;2024-12-09 08:51:39+00:00;Négatif;true;['fermeture de compteur', 'irrespect du personnel', 'manque de politesse', 'compétence'];['ferme mon compteur', 'irrespect', 'parle aux gens comme des chiens', 'embauchez du personnel plus poli', 'soyez plus compétent'];90;Service client et comportement du personnel;100;0;100
twitonyo;On aime @ENGIEpartFR et ses calculs douteux pour des hausses avant Noël. 4ans sans rien changer. Mais « ma conso augmente » trop fort;2024-12-09 11:42:22+00:00;Négatif;False;['hausse de prix', 'augmentation de consommation'];['douteux', 'hausse', 'augmente'];60;Prix et facturation;80;10;70
Mossane;@ENGIEgroup c'est le fournisseur qui vous prélève ce qu'il veut, quand il veut ! Actuellement, mon chauffage est coupé, il fait 10°c chez moi, 7/8 en plein hiver. Si vous êtes chez eux, fuyez. https://t.co/Hh2UdEuRHf;2024-12-09 14:58:27+00:00;Négatif;True;['Prélèvement injustifié', 'Chauffage coupé', 'Température basse en hiver'];['prélève', 'coupé', 'fuyez'];90;Service client et facturation;100;0;100
Typh;J’ai ma fille de 3 ans dans mon appartement, à 12 degrés parce que vous savez pas faire des contrats !!!! Bande de merde @ENGIEpartFR;2024-12-09 15:14:34+00:00;Très négatif;True;['Problème de contrat', 'Problème de chauffage'];['12 degrés', 'vous savez pas faire des contrats', 'bande de merde'];100;Problème Technique et contractuel;100;0;100
Typh;@zeze02fc @ENGIEpartFR Oui, j’ai mon relevé de compte et tout. Et la ils viennent pas remettre je suis en train de serrer, je suis chez moi en doudoune et je tremble de froid;2024-12-09 15:41:17+00:00;Négatif;True;['Absence de chauffage', 'Froid dans le logement'];['je tremble de froid', 'je suis en train de serrer'];100;Problème de chauffage;70;0;80
Zizou-Christ;@ENGIEpartFR J'en chies avec @engie;2024-12-10 12:00:40+00:00;Négatif;false;['Problème non spécifié'];['chies'];80;Insatisfaction générale;100;0;100
Voldemor;@ENGIEpartFR Votre Service en ligne pour payer les factures ne fonctionne pas !! Vous viendrez pas vous plaindre qu’on ce vous paye pas !;2024-12-10 13:11:38+00:00;Négatif;True;['Service en ligne pour payer les factures ne fonctionne pas'];;90;Problème Technique;80;0;100
Romu l'ardennais 🐗🐗;Sans eau chaude sanitaire depuis plus d’une semaine dans la résidence et personne ne réagit chez #foncia et @ENGIEgroup @ENGIEpartFR !! Un an que dure le problème récurrent de la chaudière ! 40 logements sans eau chaude !! Que faire ? Cc @RVM_Radio @carolegamelin @CPVA;2024-12-11 21:38:38+00:00;Négatif;True;"[""absence d'eau chaude sanitaire depuis plus d'une semaine"", 'problème récurrent de la chaudière depuis un an', '40 logements affectés']";['sans eau chaude', 'personne ne réagit', 'problème récurrent', '40 logements sans eau chaude'];100;Problème Technique et Service client;100;0;100
Ahcyem;@ENGIEgroup \n\nMerci pour cette étique de groupe à toute épreuve 🤓\n\nJe regarde ma consommation électrique depuis le début de l’année, elle est annoncée à 769 euro. je dois déménager alors j’annule mon contrat et surprise on m’annonce une facture de 1016 euro en période de Noël https://t.co/jq4OhARPYT;2024-12-12 13:22:25+00:00;Négatif;True;['Facturation incorrecte', 'Surcoût inattendu'];['facture', 'surprise', '1016 euro', 'période de Noël'];80;Facturation;85;0;90
M-A;@ENGIEpartFR depuis mars 2024, on me demande de régler une facture que j’ai payé en octobre 2023 (copie de mon compte pour preuve) je suis mise en demeure depuis la semaine dernière et personne pour me confirmer l’annulation de cette mise en demeure. Je fais quoi moi???;2024-12-13 10:06:13+00:00;Négatif;True;"['Facture déjà payée', 'Mise en demeure injustifiée', ""Absence de confirmation d'annulation""]";['facture', 'mise en demeure', 'personne', 'confirmation'];90;Facturation et Service client;80;0;100
Axel Nader;@ENGIEpartSAV @60millions  Sur les bilans mensuels est indiqué une augmentation de consommation qui EST en réalité une augmentation du prix de l'électricité.\nPourquoi ?? https://t.co/Q3p30T55jp;2024-12-15 12:47:07+00:00;Négatif;False;"[""augmentation du prix de l'électricité""]";['augmentation'];50;Question;70;0;60
ENGIE Global Energy Management & Sales;@ENGIEgroup has signed a 10-year Power Purchase Agreement with Altano Energy for the Dama de Baza wind project, a 40.5 MW wind farm in Granada, #Spain. This partnership supports a stable, #renewableenergy supply, advancing Spain's path to carbon neutrality.\n\n#Energy #Sustainable https://t.co/8YgqBHbPok;2024-12-16 07:57:00+00:00;Positif;False;[];['Power Purchase Agreement', 'renewable energy', 'carbon neutrality'];0;Information;0;100;0
K-ᖇOᒪᗴ de Toulouse;Dites moi @ENGIEpartFR c’est quoi cette augmentation x 3 de l’abonnement gaz pour 2025, doublée d’une baisse de la plage de consommation KwH ?\n\nJe vais mettre un barbecue au milieu de mon salon si ça continu https://t.co/1ikRpX5Lxt;2024-12-16 15:21:03+00:00;Négatif;False;"[""augmentation de l'abonnement gaz"", 'baisse de la plage de consommation']";['augmentation', 'baisse', 'barbecue'];80;Tarification et consommation;85;0;90
Hypathie;Toujours pas de chauffage ni d'eau chaude à Rennes, la ville où il fait teeeellement bon vivre ! C'est loooooong  @ENGIEgroup @metropolerennes;2024-12-17 10:48:38+00:00;Négatif;True;"['absence de chauffage', ""absence d'eau chaude""]";['toujours pas', 'looooong'];100;Service Technique;70;0;80
Et ça…;@ENGIEgems @ENGIEgroup Merci @ENGIEgroup de nous laisser dormir dans un appartement froid dans la ville de Rennes, sans eau chaude ni chauffage pendant 24h en plein milieu du mois de Décembre! Nous tombons malades grâce à vous! On est en 2024 j’ai pas le souvenir d’avoir eu autant de coupures!;2024-12-17 14:35:41+00:00;Négatif;True;"['absence de chauffage', ""absence d'eau chaude"", 'coupures fréquentes']";['froid', 'sans eau chaude', 'sans chauffage', 'coupures', 'malades'];100;Service client et maintenance;100;0;100
Ms;@ENGIEpartFR on est déjà dépassé par la maladie, des factures énormes et en plus on se fait engueuler.🤬;2024-12-18 16:19:41+00:00;Négatif;False;['factures énormes', 'manque de soutien'];['dépassé', 'énormes', 'engueuler'];80;Facturation et soutien client;90;0;100
Chickenboubou94Ⓜ️;@mbompard Maintenant je paye plus cher quand je ne suis pas à mon domicile que quand je vie dedans c’est pas le monde à l’envers. Après on parle d’économie d’énergie ? @ENGIEpartFR @ENGIEpartFR @UFCquechoisir @SignalConso @SandozProd https://t.co/F2qv2JYyXe;2024-12-20 10:57:59+00:00;Négatif;False;"['Tarification injuste', ""Manque d'économie d'énergie""]";['paye plus cher', 'monde à l’envers', 'économie d’énergie'];80;Tarification et économie d'énergie;70;0;90
Jon Slater;@ENGIEpartFR Bonjour, j'ai essayé deux fois de changer le numéro de téléphone associé à mon compte. Aucune des deux fois, les gens du Service client ne savent pas comment faire. Ils disent que le numéro a été modifié mais cela ne fonctionne pas. Que dois-je faire ?;2024-12-23 07:39:27+00:00;Négatif;False;['changement de numéro de téléphone', 'incompétence du Service client'];['essayé deux fois', 'ne savent pas', 'ne fonctionne pas'];70;Service client;60;10;80
Jejay !;Pas merci à @ENGIEpartFR qui refuse de décaller mon prelévement de facture d'une seule de putain de journée !  Me mettre de mauvaise humeur ce jour là vous n'auriez pas du !;2024-12-24 09:35:37+00:00;Négatif;True;['refus de décaler prélèvement', 'mauvaise humeur'];['refuse', 'putain', 'mauvaise humeur'];100;Service client;100;0;100
estelle;@ENGIEpartFR Pourquoi n'y a-t-il aucune archive des précédents contrats résiliés ? Rien n'est récupérable dans les mails reçus précédemment, il n'y a que des liens qui redirigent vers votre site où tout a été supprimé ??;2024-12-26 09:19:10+00:00;Négatif;False;"[""absence d'archives des contrats résiliés"", 'liens inutilisables']";"['aucune archive', ""rien n'est récupérable"", 'tout a été supprimé']";60;Service client;80;0;70
estelle;@ENGIEpartFR Personne ne me propose de solution à part souscrire à un contrat pour un mois, ce qui implique bien sûr de payer des frais de dossier et des frais de résiliation 😐 Les affaires sont les affaires j'imagine... Vraiment catastrophique.;2024-12-26 09:24:58+00:00;Négatif;False;['Absence de solution', 'Frais de dossier', 'Frais de résiliation'];['Personne ne me propose de solution', 'payer des frais de dossier', 'payer des frais de résiliation', 'catastrophique'];80;Problème de Service client;100;0;90
alain🔺🔺🔺👁🌍✨;Merci ⁦@ENGIEpartFR⁩ la bougie proche.merci gouvernement Macron merci https://t.co/rscbb2RxGA vie devient très chère.gaz ou https://t.co/MAhzTOcK5F coutent bras https://t.co/FHIXji0fXZ;2024-12-27 08:40:59+00:00;Négatif;False;['augmentation des prix', 'coût de la vie élevé'];['chère', 'coutent'];80;Prix;90;0;70
💖 la rebelle;@ENGIEpartFR @FermesdAvenir Mail envoyé, mais il me faudra attendre lundi pour une réponse. En attendant, pas de chauffage et un technicien venu hier qui avait l'air d'une poule ayant trouvé un couteau. La prochaine fois, envoyez de vrais pro, pas le stagiaire de permanence...;2024-12-28 09:23:22+00:00;Négatif;True;['absence de chauffage', 'technicien incompétent'];['pas de chauffage', 'technicien', 'stagiaire'];80;Service Technique;80;0;90
Amethyste Kyle;@ENGIEpartFR il faut m’expliquer COMMENT ma consommation peut avoir augmenté de 42% par rapport à l’an dernier en étant pas chez moi et en utilisant quasiment que des objet en piles et en ne cuisinant quasiment pas! Pour ne parler que de l’estimation que je viens d’avoir #Voleurs;2024-12-30 05:27:52+00:00;Négatif;True;['Augmentation inexplicable de la consommation', 'Estimation inexacte'];['augmenté de 42%', 'pas chez moi', 'objet en piles', 'ne cuisinant quasiment pas', 'Voleurs'];90;Facturation et consommation;100;0;100
Axel Nader;@ENGIEpartSAV  Je constate que vous confondez toujours consommation et hausse des prix. \n#Leurre #Combine? #HausseDesPrix #Électricité;2024-12-30 09:38:55+00:00;Négatif;False;['Confusion entre consommation et hausse des prix'];['confondez', 'leurre', 'combine', 'hausse des prix'];60;Information erronée;80;0;70
💖 la rebelle;@ENGIEpartFR @ENGIEpartFR ça serait sympa de répondre aux mails privés quand les clients ont des réclamations à faire. C'est sympa vos pubs mais répondre aux clients mécontents ça serait mieux !;2024-12-30 09:44:53+00:00;Négatif;True;['Non-réponse aux mails', 'Clients mécontents'];['répondre aux mails', 'clients mécontents'];80;Service client;70;0;90
Elipe;@ENGIEpartFR Vous pourriez nous expliquer toutes ces TAXES sur la facture ENGIE ???\n\nTaxe abonnement fourniture\nTaxe abonnement acheminement \nTaxe consommation acheminement \nTaxe consommation obligations\nTaxe contribution et taxes liées à l’énergie\nTaxe sur la valeur ajoutée;2024-12-30 15:40:08+00:00;Négatif;False;['Manque de clarté sur les taxes'];['taxes', 'facture'];50;Demande d'explication;40;0;60
K6;@__SuperMO__ Moi j'aimerais qu'un conseiller @ENGIEpartFR me contacte vu que c'est impossible que ma conso ait fait un X5 alors que mes habitudes ont pas changé. Mais ils savent qu'envoyer des lettres de relance. Une vraie mafia.\n#EngieVsLePeuple https://t.co/sX263b397M;2024-12-30 19:33:01+00:00;Négatif;True;['Consommation anormale', 'Relances de paiement'];['impossible', 'mafia'];80;Facturation;85;0;90
myn-dcst;Est-ce qu’il y aurais quelqu’un qui pourrais m’aider avec @ENGIEpartFR car je vais faire un meurtre 😡😩;2025-01-01 10:38:30+00:00;Très négatif;True;['Problème non spécifié avec ENGIE'];['meurtre'];100;Non spécifié;100;0;100
Marie Chantal 🔻;Et bonne année, je paie 220 par mois d élec et gaz et  j'ai une régul de ce montant, je suis solo avec mes enfants ont se chauffe à 19, pas de console ni ordi @ENGIEpartFR  vous me dites de voir une assistante sociale https://t.co/8DJ7pFQ0HO;2025-01-02 09:51:21+00:00;Négatif;True;['Facture élevée', 'Suggestion de voir une assistante sociale'];['220 par mois', 'assistante sociale'];80;Facturation et Service client;70;0;90
obny_;@ENGIEgroup @ENGIEpartFR qui me fait un contrat pour ma maison, mais une fois que j’ai pas d’électricité enfaite je peux pas passer par Engie, donc je suis bloqué un 2 janvier (10c) sans électricité avec des congels pleins et un bébé de 5 mois qui peux pas manger 🤡🤡;2025-01-02 11:28:44+00:00;Négatif;True;"[""absence d'électricité"", 'contrat non honoré', 'situation critique avec un bébé']";"[""pas d'électricité"", 'bloqué', 'bébé', 'congels pleins']";100;Service client et urgence;100;0;100
Izmn 🍃🪺🌿🌳🕊️🪔;@ENGIEpartFR @ENGIEgroup contrat entretien chaudière. Rdv reporté 3 fois sans concertation en 6 mois...tjrs pas de RDV effectué. Confirmation par SMS hier pour ce matin...et mail à 7h30 qui annule!! Vous croyez qu.on peut se libérer comme ça ? Qd on veut ? C'est qui les clients?;2025-01-06 08:06:15+00:00;Négatif;True;['Report de rendez-vous sans concertation', 'Annulation de rendez-vous à la dernière minute', 'Manque de respect pour le temps du client'];"['reporté 3 fois', 'sans concertation', 'annule', 'se libérer comme ça', ""C'est qui les clients?""]";80;Service client et gestion des rendez-vous;85;0;90
Samyleiev;Faites des efforts sur la consommation....avec cette baisse là ma facture AUGMENTE . Mieux encore, après avoir diminué de 30% ma conso, je reçoit un mail me conseillant d'augmenter  ma mensualité de  20% pour m'adapter à ma conso! Merci et bravo @ENGIEpartFR   @Ecologie_Gouv ! https://t.co/eX4qzqBHav;2025-01-06 14:14:31+00:00;Négatif;False;"['augmentation de la facture', ""conseil inapproprié d'augmenter la mensualité""]";['augmente', 'diminué', 'augmenter'];80;Facturation et conseils;85;0;90
seb;@ENGIEpartFR hello la team . Bonne année et merci encore pour vos services : 9 jours sans eau chaude après 20’coups fil et pas de soluce . Merci;2025-01-06 18:05:52+00:00;Négatif;True;"[""absence d'eau chaude"", 'manque de solution']";['9 jours sans eau chaude', '20 coups de fil', 'pas de solution'];90;Service client;80;0;100
Rickenbacker Ric;@ENGIEpartFR \nJ’habite en Savoie. Je souhaite m’adresser à une agence ENGIE. Y a-t-il une liste des adresses disponible ou bien simplement l’adresse de référence sur la région. Merci;2025-01-07 08:17:14+00:00;Neutre;False;[];[];0;Demande d'information;0;0;0
1justice;@ENGIEpartFR @ENGIEgroup vous trouvez normal de payer 200 euros en plus en 1 mois sachant que j'ai baissé ma consommation ? Merci d'employer des conseillers avec une morale et pas une qui me menace parce que je change de fournisseur #gaz #électricité #tarif2025;2025-01-07 13:00:29+00:00;Négatif;True;['Augmentation injustifiée des coûts', 'Mauvais Service client', 'Menaces de la part du conseiller'];['200 euros en plus', 'menace', 'changer de fournisseur'];80;Service client et facturation;85;0;90
Sonia jerbi fourati;Assignation au voile \nAssignation à résidence ( forcément elle bosse pas la voilée elle est en train de préparer le couscous du barbu ) \nAssignation au look du 7 éme siècle \n@SoMabrouk @MedjbeurM @ZohraBitan vous en pensez quoi de @ENGIEgroup ?\nInclusif ou raciste ? https://t.co/kavaAyABWv;2025-01-08 14:42:09+00:00;Négatif;False;['Discrimination', 'Racisme', 'Stéréotypes'];['voilée', 'barbu', '7ème siècle', 'raciste'];80;Discrimination;70;0;90
𝓔𝓵𝓮𝓷𝓪  🎂🎁 J-29;Bonjour @ENGIEpartFR est il possible d'échanger par mp s'il vous plaît ? Ça fait depuis le mois d'août que j'ai accepté votre devis et rien n'a bougé malgré les relances téléphoniques... pour quelque chose à faire en urgence ça commence à faire long.;2025-01-09 18:08:01+00:00;Négatif;True;"[""Retard dans l'exécution du devis"", 'Relances téléphoniques infructueuses']";"[""rien n'a bougé"", 'relances téléphoniques', 'urgence', 'long']";80;Service client;85;5;90
🌻Griselidice 🐈‍⬛;@ENGIEpartFR Dites-moi @ENGIEpartFR que faites vous avec notre argent ? Abonnements gaz et électricité résiliés depuis le 10/12/24, remboursement prévu le 24/12/24 et maintenant prévu par chèque le 13/01 ! \nC’est pas du foutage de gueule ça ! 🤬;2025-01-10 09:30:30+00:00;Négatif;True;['Remboursement retardé', 'Mauvaise gestion des abonnements'];['foutage de gueule', 'remboursement prévu', 'abonnements résiliés'];100;Remboursement;100;0;100
Deacon Frost;@ENGIEpartFR @maison_travaux J'ai fait un contrat depuis lundi et jusqu'à maintenant il est pas active et en plus dans le site web d'Engie le traitement de dossier sous 24h PTDR..;2025-01-12 11:48:15+00:00;Négatif;True;['contrat non activé', 'délai de traitement non respecté'];['contrat', 'non activé', 'délai', 'traitement'];80;Service client;85;0;90
Alexandre Lenoir 🦋 🇫🇷🇪🇺🇺🇦;Tentative d'hameçonnage usurpant @ENGIEpartFR @ENGIEnewsroom avec une promesse de remboursement. Mais le pétard est mouillé, le site cible est innaccessible. Ayez l'œil quand même : l'email d'accroche est très bien fait. https://t.co/he09CzuqMz;2025-01-14 07:55:12+00:00;Négatif;True;"['hameçonnage', ""usurpation d'identité"", 'site inaccessible']";['hameçonnage', 'usurpant', 'innaccessible'];80;Sécurité;60;0;70
13;@ENGIEpartFR  je vais vous monter en l’air ! J’AI DEMANDÉ A PAYER TOUS LES MOIS BORDEL POURQUOI VOUS AVEZ CHANGE MON MODE DE PRELEVEMENT;2025-01-15 17:25:29+00:00;Négatif;True;['Changement de mode de prélèvement sans consentement'];['monter en l’air', 'BORDEL', 'CHANGER'];100;Service client;80;0;100
Clara Boileau;Mes parents ont plus de 70 ans, ils se retrouvent ce soir sans eau chaude et sans  chauffage, et vous n'intervenez pas en urgence !!! Sérieusement, et vous proclamez meilleur Service client ?! Et s'ils tombent malades, vous les soignez ?!!\n@ENGIEpartFR\n@jpclamadieu\n@cathmacgregor https://t.co/HX77Xh1y2x;2025-01-15 17:37:01+00:00;Négatif;True;"[""Absence d'eau chaude"", 'Absence de chauffage', ""Manque d'intervention urgente""]";"['plus de 70 ans', 'sans eau chaude', 'sans chauffage', ""pas d'intervention urgente"", 'malades']";100;Service client et intervention urgente;100;0;100
Jeremy Desvallees;@ENGIEpartFR \nBonjour, on a un gros problème de contrat et de mauvais pdl pouvez nous aider, le Service client a essayé nous aidez mais nous encore plus enfoncé dans ce problème.;2025-01-18 10:51:34+00:00;Négatif;True;['problème de contrat', 'mauvais pdl', 'Service client inefficace'];['gros problème', 'mauvais pdl', 'enfoncé'];80;Service client et contrat;80;0;90
Celio24;@ENGIEpartFR bonjour comment savoir si notre contrat va changer de tarif au 1er février ?;2025-01-19 19:01:02+00:00;Neutre;False;[];['changer de tarif'];10;Question;5;80;5
clem 🎀 (taylor’s version);@ENGIEpartFR ENCORE VOUS VOULEZ AUGMENTER MES MENSUALITÉS DE 40€ PAR MOIS ? mais ça va pas la tête je suis censée trouver où cet argent ? 100€ d’électricité par mois?! entre ça et le navigo vous voulez ma mort jsp;2025-01-20 11:12:06+00:00;Négatif;True;"['Augmentation des mensualités', ""Coût élevé de l'électricité""]";['augmenter', '40€', 'argent', '100€', 'mort'];90;Facturation;80;0;100
Clara Boileau;Mes parents ont plus de 70 ans, ils se retrouvent ce soir sans eau chaude et sans  chauffage, et vous n'intervenez pas en urgence !!! Sérieusement, et vous proclamez meilleur Service client ?! Et s'ils tombent malades, vous les soignez ?!!\n@engie @ENGIEpartFR https://t.co/wucqyaW2lv;2025-01-20 20:16:00+00:00;Négatif;True;"[""absence d'eau chaude"", 'absence de chauffage', 'non-intervention en urgence']";"['sans eau chaude', 'sans chauffage', ""n'intervenez pas en urgence"", 'meilleur Service client']";100;Service client et intervention urgente;100;0;100
netparodies;Bonjour @ENGIEpartFR élu meilleur Service client du monde, \ncela fait 2 mois au lieu des 8-10 jours annoncés que j'attends réparation du préjudice subi quand vous avez par erreur inversé 2 points de livraison d'électricité.\nMon entreprise s'est retrouvée avec 6 kvA au lieu des 18;2025-01-21 09:14:55+00:00;Négatif;True;"['Délai de réparation non respecté', ""Erreur d'inversion de points de livraison"", ""Impact sur l'entreprise""]";['2 mois au lieu des 8-10 jours', 'erreur', 'inversé', 'préjudice', '6 kvA au lieu des 18'];80;Service client et réparation;85;0;90
netparodies;Cela m'a concrètement fait perdre une journée de chiffre d'affaires, \n@ENGIEproFR mon fournisseur m'a depuis rétabli la bonne puissance et vous a transmis mon dossier de réclamation pour le préjudice subi, @ENGIEpartFR\nmerci d'être à la hauteur de votre réputation.;2025-01-21 09:17:47+00:00;Négatif;True;"[""perte de chiffre d'affaires"", 'préjudice subi', 'réclamation en cours']";['perdre', 'préjudice', 'réclamation'];80;Préjudice financier;80;0;90
Aline S.;Mon conseil du jour : n'allez pas chez #engiehomeservice du groupe @ENGIEgroup ils sont injoignables, incompétents et ils n'en ont rien à faire que vous soyez 7 jours sans chauffage ni eau chaude.;2025-01-21 10:13:24+00:00;Négatif;True;"['injoignables', 'incompétents', 'absence de chauffage', ""absence d'eau chaude""]";;100;Service client;100;0;100
Ms;@ENGIEpartFR  qui  vend ma dette a la sct #eos  recouvrement qui refuse un étalement de paiement et a des méthodes très agressives et qui par conséquent va entraîner une limite d' énergie en plein hiver de la part d #engie. J espère survivre au froid;2025-01-21 14:35:04+00:00;Négatif;True;"['Vente de dette à une société de recouvrement', ""Refus d'étalement de paiement"", 'Méthodes agressives de recouvrement', ""Risque de limitation d'énergie en hiver""]";"['dette', 'refuse', 'agressives', ""limite d'énergie"", 'hiver', 'survivre', 'froid']";95;Problème de recouvrement de dette;80;0;90
Ms;@ENGIEpartFR J ai échangé avec vous et votre réponse a été on ne peut rien faire. Vous avez bien choisi votre Service recouvrement 👍 je vous félicite. Elle a une liste longue comme le bras de condamnation;2025-01-21 15:36:12+00:00;Négatif;False;['mauvaise gestion du Service recouvrement'];['rien faire', 'condamnation'];80;Service client;85;0;90
Aline S.;@ENGIEgroup Merci #oupas mais pas besoin ! Mon propriétaire a un contrat de Service avec vous, au bout de 6 jours toujours aucune intervention  on a fait appel à un chauffagiste qui nous a dépanné en moins de 2 heures.;2025-01-21 19:46:17+00:00;Négatif;True;"[""absence d'intervention"", ""délai d'attente trop long""]";['aucune intervention', '6 jours', '2 heures'];80;Service client et intervention;85;0;90
🇵🇸;@ENGIEpartFR Bonjour possible de venir en DM? svp;2025-01-22 14:18:32+00:00;Neutre;False;[];[];0;Demande de contact;0;0;0
Ms;@LBleuBlancRouge Et c est pas @ENGIEpartFR  qui va vous aider. Elle a vendu ma dette a une sct de recouvrement eos qui refuse l étalement de paiement comme ça je ne peux rien faire pour éviter la diminution de puissance;2025-01-22 19:16:49+00:00;Négatif;True;"['Vente de dette à une société de recouvrement', ""Refus d'étalement de paiement"", 'Risque de diminution de puissance']";['vendu ma dette', 'refuse l étalement de paiement', 'diminution de puissance'];80;Service client et gestion de dette;80;0;90
alain🔺🔺🔺👁🌍✨;Merci à ⁦@ENGIEpartFR⁩ je prépare la bougie.le gaz devient du luxe 🕯️🕯️ https://t.co/Oq5mhg5tyx;2025-01-23 17:08:41+00:00;Négatif;False;['prix élevé du gaz'];['luxe', 'bougie'];80;Prix;60;0;70
Ms;@ENGIEpartSAV D après l' avocat que j' aie consulté ce matin comme vous avez revendu ma dette a #eos recouvrement, je ne vous dois plus rien donc va falloir m expliquer comment vous pourriez réduire ma puissance ?;2025-01-23 17:47:41+00:00;Négatif;True;['Revente de dette', 'Menace de réduction de puissance'];['dette', 'réduire ma puissance'];80;Facturation et Service client;70;0;90
Christophe Demoulin;"#marredesfautes @ENGIEpartFR @ENGIEgroup \nIl faut réviser la conjugaison.\nIl/elle transmet.\nCe S est affreux, comme si le verbe avait pris la marque du pluriel après ""les"". https://t.co/1QDho05nCO";2025-01-24 06:00:00+00:00;Négatif;False;['Fautes de conjugaison'];['réviser', 'affreux'];20;Qualité de Service;50;0;60
Folie Douce 🇫🇷;"Déménager, vouloir anticiper de résilier son abonnement énergétique et avoir comme seule réponse: ""Merci de choisir une date de résiliation plus proche""...Non mais franchement parfois un rien peut être énervant, merci @ENGIEpartFR 👏\nLa pub, c'est gratuit, ne me remerciez pas 😉";2025-01-24 11:26:32+00:00;Négatif;True;"[""Impossible de résilier l'abonnement à la date souhaitée""]";['résilier', 'énervant', 'problème'];80;Service client;75;5;85
Tartine au Brie ( 👷🏻‍♀️ Briecollage 🔨);Hello @ENGIEgroup normal que vos agents doublent à un feu ROUGE, en le cramant et en ne respectant même pas la limite de vitesse ??;2025-01-24 19:34:01+00:00;Négatif;True;['Agents grillant un feu rouge', 'Non-respect de la limite de vitesse'];['doublent', 'feu rouge', 'cramant', 'limite de vitesse'];80;Comportement des agents;80;0;90
🇫🇷Le chat heureux 🇮🇱🇫🇷 🤔🤪🤪;Dites @ENGIEgroup  c’est normal de faire pression sur les personnes âgées pour les forcer à signer un contrat chez vous ? Votre démarcheur à domicile , MR Maffaf Zoher numéro ACQ 00059677 se permet de hausser le ton pour forcer une personne vulnérable à signer, c’est une pratique normal ? une plainte va être déposé !!;2025-01-25 13:48:30+00:00;Négatif;True;['pression sur personnes âgées', 'comportement inapproprié du démarcheur'];['pression', 'forcer', 'hausser le ton', 'personne vulnérable', 'plainte'];90;Comportement du personnel;80;0;100
votre cuisto pref 🍜;L’objectif c’est qu’on retourne se chauffer à la bougie ou c’est comment ? @ENGIEpartFR @EDFetMoi faut pas hésiter à me démarcher;2025-01-25 17:16:12+00:00;Négatif;False;['problème de chauffage', 'manque de communication'];['bougie', 'démarcher'];80;Problème de Service;70;0;90
